Stock,Author,Title,AskingPrice,Notes,ISBN,,,,,
1578,"Little, Bentley",Revelation,12.24,"UK 1/1 HB, Headline 1993. VG/VG, light shelfwear only",0747208220,,,,,
931,"Macbride, Stuart",Cold Granite,37.24,"UK Uncorrected proof, Harper Collins, 2005. Signed by Author to title page. Trade paperback format in card wraps as issued. VG, light wear only. Debut novel.",0007193130,,,,,
1283,"Macbride, Stuart",Cold Granite,27.74,"UK Uncorrected Proof, Harper Collins 2005. Fine Condition.",0007193130,,,,,
499,"Marshall, Michael",The Lonely Dead,17.24,"UK 1st edn HB, Harper Collins 2004. F/F.",0007163940,,,,,
594,"Marshall, Michael",The Lonely Dead,12.24,"UK 1st edn HB, Harper Collins 2004. VG/VG. Light rubbing to edges only.",0007163940,,,,,
1079,"Marshall, Michael",The Intruders,22.24,"UK 1/1 HB, Harper Collins 2007. Signed by author to title page. VG/VG, light wear only.",9780007209972,,,,,
1155,"Marshall, Michael",Blood of Angels,17.24,"UK 1/1 HB. Harper Collins 2005. F/F, Lightest wear to edges only.",0007163967,,,,,
1206,"Marshall, Michael",The Straw Men,12.24,"UK 1/1 HB, Harper Collins 2002. VG/VG, light wear to top edge of dj. ",0002256010,,,,,
1472,"Marshall, Michael",The Lonely Dead,22.24,"UK Uncorrected proof copy, Harper Collins 2004. Trade paperback format as issued, publication details to rear cover. Nr fine condition, light shelfwear only. ",0007163940,,,,,
739,"McGee, James",Ratcatcher,19.99,"UK 1/1 HB, Harper Collins 2005, F/F. Signed by Author to title page",0007212666,,,,,
847,"Meltzer, Brad",The Millionaires,27.24,"USA 1/1 HB, Warner 2002. Signed & Dated by author to title page. VG/VG light rubbing only",0446527297,,,,,
1185,"Meltzer, Brad",The Zero Game,27.24,"UK Uncorrected Bound Manuscript proof, Hodder & Stoughton 2004. Fine condition, trader paperback format with card covers as issued.",0340825014,,,,,
1637,"Meyer, Stephenie",The Host,122.2,"UK pre pub pro of copy, Sphere 2008. Trade paperback format with format details to rear. VG condition, light wear to edges and two creases to spine. Light surface wear to glossy covers. Lovely rare item. Reliable service from Crime and Thriller specialist",9781847441836,,,,,
146,"Morris, Mark",Stitch,12.24,"UK 1st HB, Piatkus, 1991 (VG/VG). light crease on spine of dj and lightly rubbed to edges.",749900458,,,,,
519,"Morris, Mark",Toady,17.24,"UK 1st edn HB, Piatkus 1989. VG/VG. Light rubbing & bumping, otherwise vg.",861888553,,,,,
1397,"Morris, Mark",Doctor Who: Deep Blue,12.24,"UK 1/1 PBO, BBC 1999. Fine condition, as new and unread",0563555718,,,,,
1464,"Morris, Mark",Stitch,17.24,"UK 1st HB, Piatkus, 1991 (F/F). Light shelfwear only.",0749900458,,,,,
1465,"Morris, Mark",Toady,22.24,"UK 1st edn HB, Piatkus 1989. F/F.",0861888553,,,,,
1610,"Morris, Mark",Close to the bone,12.24,"UK 1/1 HB, Piatkus 1995. F / Nr F, lightest of wear to DJ edges only. ",0749902779,,,,,
932,"Mosley, Walter",A little yellow dog,17.25,"USA 1/1HB, Norton 1996. Signed by author to title page. VG/VG, wear to edges, light bumping to top & bottom of spine. Autographed copy sticker to front cover.",0393039242,,,,,
1463,"Nicolson, Geoff",Footsucker,22.24,"USA 1/1 HB, Overlook 1996. Nr F / Nr F, some colour staining from cloth binding to inside of DJ, not visible externally. Other Fine condition",0879516801,,,,,
148,"O'Connell, Carol",Mallory's Oracle,17.24,"UK 1st, uncorrected proof copy, Hutchinson, 1994, Fine. Black and white card wraps as issued. A couple of very minor creases otherwise fine.",009178638x,,,,,
1205,"O'Connell, Carol",Mallory's Oracle,12.24,"UK 1/1 HB, Hutchinson 1994. Signed by author to title page. F/F, light wear only to reflective silver DJ. ",009178638x,,,,,
818,"Patterson, James",When the Wind Blows,12.24,"UK 1st edn HB, Headline, 1998, F/F.",747220239,,,,,
862,"Patterson, James",Black Market,25,"UK 1st thus PB, NEL/Coronet 1987. Signed by author to title page. VG condition, light wear only.",0450402266,,,,,
1456,"Patterson, James",Santa Kid,22.24,"UK 1/1 HB, Headline 2004. Signed by James Patterson to title page. F/F condition new book, with original poster included",0755322045,,,,,
1457,"Patterson, James",The Lake House,32.24,"UK 1/1 HB, Headline 2003. Signed by James Patterson to title page. VG/VG, light marking to page bottoms only.",0755300262,,,,,
1458,"Patterson, James",2nd chance,7.24,"UK 1/1 HB, Headline 2002. F/F, light shelfwear only.",0747263507,,,,,
1459,"Patterson, James",Violets are blue,22.24,"UK 1/1 HB, Headline 2001. Signed by James Patterson to title page. F/F condition",0747263485,,,,,
1460,"Patterson, James",1st to die,7.24,"UK 1/1 HB, Headline 2001. Nr F / Nr F, light shelfwear only",0747263477,,,,,
1461,"Patterson, James",Roses are red,32.24,"UK 1/1 HB, Headline 2000. Signed by James Patterson to title page. F/F condition, light shelfwear only",0747263469,,,,,
1466,"Patterson, James",Susanne's diary for Nicholas,12.24,"UK 1/1 HB, Headline 2001. VG/VG, light shelfwear and v gentle lean",0747269297,,,,,
1571,"Patterson, James",Kiss the girls,37.24,"UK 1/1 HB, Harper Collins 1995. (UK first hardback edition with different cover - note the Amazon image is the US cover artwork). F/VG, light wear to DJ",0002241277,,,,,
1586,"Patterson, James",Pop goes the weasel,42.24,"UK 1/1HB, Headline 1999. Signed by James Patterson to title page. Nr F / Nr F condition, light shelfwear to edges",0747220247,,,,,
1587,"Patterson, James",Cat and mouse,17.24,"UK 1/1HB, Headline 1997. Signed by James Patterson to title page. VG/VG condition, light wear to edges.",0747220220,,,,,
1588,"Patterson, James",When the Wind Blows,37.24,"UK 1/1 HB, Headline 1998. Signed by James Patterson to title page. VG/VG, light wear only",0747220239,,,,,
1589,"Patterson, James",Kiss the girls,37.24,"UK uncorrected proof copy, Harper Collins 1995. Trade paperback format with pub details to rear of red card covers. VG+ condition, light wear to edges and spine. Lovely rare item",0002241277,,,,,
1590,"Patterson, James",Black market,47.24,"UK limited pre publication advvance readers copy, Hodder and Stoughton 1986. Trade paperback format with pub details to rear of card covers. Nr Fine condition, lovely rare item",0340393610,,,,,
1591,"Patterson, James",The big bad wolf,7.24,"UK 1/1 HB, Headline 2003. VG/VG, light shelfwear only",0755300211,,,,,
1592,"Patterson, James",Sam's letters to Jennifer,32.24,"UK 1/1 HB, Headline 2004. Signed by James Patterson to title page. F/F, light shelfwear only. ",0755305728,,,,,
1593,"Patterson, James",Third degree,7.24,"UK 1/1 HB, Headline 1991. F/F, light shelfwear only",0755300238,,,,,
1594,"Patterson, James",Fourth of July,7.24,"UK 1/1 HB, Headline 1991. F/Nr F, light shelfwear and v minor chip to rear top foldover only",0755305817,,,,,
1335,"Paver, Michelle",Spirit Walker,8.24,"UK 1/1HB, Orion 2005. Signed by Michelle Paver to title page with scarcer full signature. F/F, light shelfwear only.",184255171x,,,,,
1157,"Peterson, Will",Triskellion,12.24,"UK 1/1 PBO, Walker Books 2008. Fine, New Book. Pseudonym for Mark Billingham & Peter Cocks",9781406307092,,,,,
1158,"Peterson, Will",Triskellion,12.24,"UK 1/1 PBO, Walker Books 2008. Fine, New Book. Pseudonym for Mark Billingham & Peter Cocks",9781406307092,,,,,
1182,"Peterson, Will",Triskellion,27.24,"UK Uncorrected proof, Walker Books 2008. F condition. ",9781406307092,,,,,
1318,"Peterson, Will",Triskellion 2: The Burning,17.24,"UK 1/1 PBO, Walker Books 2009. Second in childrens series, pseudonym for Mark Billingham and Peter Cocks",9781406307108,,,,,
1232,"Priestley, J B",Salt is leaving,37.24,"UK 1/1 HB Pan, 1966. (Library Edition), F/F, light wear only. Small section missing from blank endpaper",n/a,,,,,
672,"Pryce, Malcolm",The unbearable lightness of being in Aberystwyth,12.5,"UK 1st Uncorrected Proof Copy, Bloomsbury 2005, VG. A little rubbed to front edge of spine.",0747577129,,,,,
1000,"Pryce, Malcolm",Last tango in aberystwyth,7.24,"UK 1/1 PBO, Bloomsbury 2003. VG condition, lightest of wear to edges only.",0747566577,,,,,
1242,"Pryce, Malcolm",Last tango in aberystwyth,12.24,"UK 1/1 PBO, Bloomsbury 2003. Fine condition",0747566577,,,,,
452,"Rankin, Ian",Watchman,25,"UK 1st paperback edn, Coronet Crime 1990. Signed to title page by author with 0&X motif.Rubbed edges, couple of creases to spine, 2cm split to base of spine & rear cover. Tidy copy of rare title.",340509201,,,,,
935,"Rankin, Ian",Rebus's Scotland,22.24,"UK 1/1 HB, Orion 2005. VG/VG. Light wear to spine.",0752852450,,,,,
1599,"Rankin, Robert",They came and ate us,17.24,"UK 1st thus, Bloomsbury 1991. Scarce Trade Paperback edition issued simultaneously with hardcover. VG+ condition, light wear to edges only",0747508186,,,,,
1612,"Rankin, Robert",The Witches of Chiswick,22.24,"UK uncorrected proof copy, Gollancz 2003. Trade paperback format with pub details to rear of lilac card covers. Fine condition. Also with original pro of dustjacket and publishers info sheet. ",0575073144,,,,,
1682,"Ransley, Peter",Plague Child,27.2,"UK pre pub pro of copy, Harper Press 2011. Trade paperback format with pub details to rear. VG condition, light wear to edges and light surface wear to glossy covers. Interesting debut novel getting some very good reviews.",9780007312351,,,,,
780,"Reichs, Kathy",Death du jour,27.24,"UK uncorrected proof, Heinemann 1999. VG, light creasing to spine.",0434007366,,,,,
884,"Reichs, Kathy",Death du jour,20,"UK 1/1HB, Heinemann, 1999. VG/VG, light rubbing to edges of book & DJ.",0434007366,,,,,
941,"Reichs, Kathy",Deja Dead,32.24,"UK uncorrected proof, 1998 Random House. VG, light rubbing to edges",0434004278,,,,,
978,"Reichs, Kathy",Fatal Voyage,22.25,"UK uncorrected proof copy, Heinemann 2001. F condition",0434008303,,,,,
1017,"Reichs, Kathy",Death du jour,17.24,"UK 1/1 HB, Wm Heinemann, 1999. VG/VG, light edge wear only.",0434007366,,,,,
1173,"Reichs, Kathy",Death du jour,17.24,"USA 1/1 HB, Scribner 1999. VG/VG, light wear only.",0684841185,,,,,
1435,"Reichs, Kathy",Deja Dead,47.24,"UK 1/1 HB, Heinemann 1998. Signed by Author to border of title page in black ink. Nr F / Nr F, light shelfwear only.",0434004278,,,,,
1436,"Reichs, Kathy",Death du jour,42.24,"UK 1/1HB, Heinemann 1999. Signed by Author to title page border in black ink. With original publishers wraparound band. Nr F/ Nr F, lightest of wear to top edge of spine only",0434007366,,,,,
1448,"Reichs, Kathy",Bones to ashes,17.24,"UK Uncorrected proof, Heinemann 2007. Trade paperback format as issued with card covers. Fine condition",9780434014620,,,,,
1449,"Reichs, Kathy",Break no bones,17.24,"UK Uncorrected proof, Heinemann 2006. Trade paperback format as issued with card covers. VG+ condition, light wear only",9780434010424,,,,,
1450,"Reichs, Kathy",Monday Mourning,17.24,"UK 1/1 HB, Heinemann 2004. Signed by author to title page. Nr F / Nr F, light shelfwear only",0434010383,,,,,
1451,"Reichs, Kathy",Cross Bones,17.24,"UK 1/1 HB, Heinemann 2005. Signed by Author to title page. F/F, new book",0434010405,,,,,
1452,"Reichs, Kathy",Fatal voyage,22.24,"UK 1/1 HB, Heinemann 2001. Signed by author to border of title page in black ink. VG/VG, gentle wear to edges, minor chip to rear top corner. ",0434008303,,,,,
1453,"Reichs, Kathy",Deadly Decisions,17.24,"UK 1/1 HB, Heinemann 2000.VG/VG, light shelfwear to edges only",0434008206,,,,,
1454,"Reichs, Kathy",Bare Bones,22.24,"UK 1/1 HB, Heinemann 2003. Signed by author to title page. VG/VG, light shelfwear only",0434010367,,,,,
1579,"Reichs, Kathy",grave secrets,32.24,"UK 1/1 HB, William Heinemann 2002. signed by Kathy Reichs to title page. F/F",0434008400,,,,,
1396,"Scott, Alicia",Marrying Mike ? Again,12.24,"Silhouette PBO, 2000. Lisa Gardner pseudonmym. VG condition, light creasing to spine",037307980x,,,,,
1394,"Seymour, E V",The last exile,5.99,"UK Uncorrected proof, Mira 2008. Signed by E V Seymour to title page. Fine condition, lightest of wear only. Promising debut novel. MM Paperback format as issued with card covers.",9780778302414,,,,,
732,"Shan, Darren",Allies of the night,7.25,"UK 1/1 PBO, Collins 2002. VG. Book 8 in the Series",000713780,,,,,
758,"Shan, Darren",The Lake of Souls,7.99,"UK 1/1 PBO, Collins 2003. VG. Book 10 in the Series. Does not have the free tattoo's that some 1st's include.",0007159196,,,,,
841,"Shan, Darren",Allies of the night,5.74,"UK 1/1 PBO, Collins 2002. VG. Book 8 in the Series",000713780,,,,,
1027,"Shan, Darren",Trials of Death,7.24,"UK 1/1 PBO, Collins 2001. VG, some creasing to cover and edges.",0007114400,,,,,
1133,"Shan, Darren",Tunnels of Blood,7.24,"UK 1/1 PBO, Collins 2000. Nr F, light handling wear only. Book 3 in the Series",0006755143,,,,,
1134,"Shan, Darren",Vampire Mountain,7.24,"UK 1/1 PBO, Collins 2001. VG, light creasing to cover and edges.",0007114419,,,,,
1135,"Shan, Darren",Trials of Death,4.99,"UK 1/1 PBO, Collins 2001. VG condition, light creasing to cover.",0007114400,,,,,
1136,"Shan, Darren",The Vampire Prince,3.24,"UK 1/1 PBO, Collins 2002. VG condition, light creasing to cover and single reading crease to spine.",0007115164,,,,,
1142,"Shan, Darren",Killers of the Dawn,12.24,"UK 1/1 PBO, Collins 2003. VG. Light wear only. Book 9 in the Series.",0007137818,,,,,
1143,"Shan, Darren",Lord of the Shadows,12.24,"UK 1/1 PBO, Collins 2004. VG. Light wear to covers. Book 11 in the Series.",000715920x,,,,,
1161,"Shan, Darren",Lord of the Shadows,12.24,"UK 1/1 PBO, Collins 2004. VG. Light wear to covers. Book 11 in the Series.",000715920x,,,,,
1194,"Shan, Darren",Allies of the night,7.24,"UK 1/1 PBO, Collins 2002. VG. Book 8 in the Series",000713780,,,,,
1213,"Shan, Darren",Allies of the night,7.24,"UK 1/1 PBO, Collins 2002. VG. Book 8 in the Series",000713780,,,,,
1340,"Shan, Darren",Tunnels of Blood,7.24,"UK 1/1 PBO, Collins 2000. Nr F, light handling wear only. Book 3 in the Series",0006755143,,,,,
1341,"Shan, Darren",Vampire Mountain,7.24,"UK 1/1 PBO, Collins 2001. VG, light wear to covers, single round hole to fep. Book 4 in the Series",0007114419,,,,,
1640,"Shan, Darren",Tunnels of Blood,7.24,"UK 1/1 PBO, Collins 2000. Nr F, light handling wear only. Book 3 in the Series",0006755143,,,,,
1641,"Shan, Darren",Vampire Mountain,7.24,"UK 1/1 PBO, Collins 2001. Nr Fine, lightest handling wear only.",0007114419,,,,,
1642,"Shan, Darren",Trials of Death,4.99,"UK 1/1 PBO, Collins 2001. VG condition, light creasing to covers.",0007114400,,,,,
1678,"Shan, Darren",Lord Loss,27.2,"UK pre pub pro of copy, Harper Collins 2005. Trade paperback format with red and white card covers and publication details to rear. VG condition, light wear to edges only. Lovely rare item which comes with original press release.",0007193211,,,,,
769,"Simms, Chris",Killing the Beasts,22.24,"UK 1/1 HB, Orion 2005.VG/VG condition, Signed by Author to title page. Light rubbing & bumping to spine top & bottom.",0752868551,,,,,
1334,"Sjowall M, & Wahloo P",The Terrorists,27.24,"US 1st thus PB, Vintage Random House 1978. Nr Fine condition, light wear and gentle page browning only.",0394724526,,,,,
1315,"Slade, Michael",Zombie,27.24,"UK 1/1 HB, Hodder & Stoughton 1996. VG/VG, light wear to top & bottom of spine & dj edges. Unpriced DJ indicates likely to be export edition.",0340657774,,,,,
801,"Slaughter, Karin",Like a Charm,27.24,"UK 1/1 HB, Century 2004. VG/VG, sl lean and shelfwear. Signed by Lee Child, Peter Robinson, John Connolly & Mark Billingham.",1844133737,,,,,
803,"Slaughter, Karin",Indelible,27.24,"UK Uncorrected proof, Century 2004. Fine condition.",1844133702,,,,,
885,"Slaughter, Karin",Faithless,7.24,"UK 1/1HB, Century 2005. VG/VG light wear and single production fault mark to base of rear DJ.",1844133729,,,,,
1011,"Slaughter, Karin",A faint cold fear,27.24,"UK Uncorrected proof, Century 2003. F condition.",0712629076,,,,,
1012,"Slaughter, Karin",Indelible,27.24,"USA Advance Readers edition, Wm Morrow 2004. Trade paperback format. VG condition, lightest of reading wear only.",0060567104,,,,,
1070,"Slaughter, Karin",Indelible,27.24,"UK Uncorrected proof, Century 2004. Fine condition.",1844133702,,,,,
1228,"Slaughter, Karin",Kisscut,42.24,"UK Uncorrected proof, Century 2003. VG condition in original glossy card covers as issued, light wear to cover and edges. ",0712662685,,,,,
1253,"Slaughter, Karin",A faint cold fear,22.24,"UK Uncorrected proof, Century 2003. VG condition, light creasing to spine and wear to edges.",0712629076,,,,,
1258,"Slaughter, Karin",Martin Misunderstood,22.24,"UK 1/1 HB, Century 2008. F/F. Very limited release in HB for this novella, exclusive to one retailer. ",9781846055041,,,,,
1729,"Smith, Michael Marshall",One of us,12.19,"UK 1/1 HB, Harper Collins1998. VG/VG condition, very gentle page browning, DJ has light wear to edges.�",0002256002,,,,,
831,"Snicket, Lemony",The Carnivorous Carnival,3.99,"UK 1/1 HB, Fine",1405207523,,,,,
980,"Snicket, Lemony",A series of unfortunate events #4: The Miserable Mill,7.49,"UK 1/1 HB, Egmont 2002. Fine condition. ",0749747021,,,,,
1028,"Snicket, Lemony",A series of unfortunate events #1: The Bad Beginning,12.24,"UK 1/1 HB, Egmont 2001. VG condition, light marks to top & bottom of spine only. ",0749746114,,,,,
1212,"Snicket, Lemony",A series of unfortunate events 6: The ersatz elevator,7.24,"UK 1/1 HB, Egmont 2002. Fine condition. ",1405200510,,,,,
1230,"Snicket, Lemony",A series of unfortunate events 4: The Miserable Mill,7.24,"UK 1/1 HB, Egmont 2002. Fine condition. ",0749747021,,,,,
1233,"Snicket, Lemony",A series of unfortunate events 12: the penultimate peril,7.24,"UK 1/1 HB, Egmont 2005, Fine condition.",1405223375,,,,,
1437,"Stone, Nick",Mr Clarinet,22.24,"UK 1/1 HB, Michael Joseph 2006. F / F condition, new book with original publishers release info sheet",071814855x,,,,,
1438,"Stone, Nick",King of Swords,13.24,"UK 1/1 HB, Michael Joseph 2007. F / F, lightest shelfwear only. ",9780718149222,,,,,
497,"Tracy, P J",Want to Play ?,37.24,"UK 1st edn HB, Penguin, Michael Joseph 2003. F/F.",718145852,,,,,
748,"Tracy, P J",Want to Play ?,47.24,"UK Uncorrected proof, Penguin/Michael Joseph, 2003. VG. Light wear to edges, small crease to front cover corner, small sticker residue to rear cover.",0718145852,,,,,
1347,"Tracy, P J",Want to Play ?,47.24,"UK Uncorrected proof, Penguin/Michael Joseph, 2003. Nr F, Lightest of shelfwear only.",0718145852,,,,,
1382,"Tracy, P J",Dead Run,32.24,"UK Uncorrected proof. Penguin Michael Joseph 2005. F condition, light shelf wear only. Trade paperback format as issued with card covers",0718147588,,,,,
238,Various,Tart Noir,15,1st UK PBO. Pan 2002. Fine. signed by MARTINA COLE & KARIN SLAUGHTER (contributors),330487442,,,,,
805,"Walters, Minette",The Sculptress,17.5,UK 1/1 Trade Paperback. Macmillan 1993. VG - light creasing to spine only.,0333593820,,,,,
1608,Weird Tales,Weird Tales No 298 Fall 1990,7.24,"USA 148page softcover edition no 298, Fall 1990. Includes The Glass floor by Stephen King. Fine Condition",08985073,,,,,
1442,"Wilson, F Paul",Black Wind,27.24,"USA 1/1 HB, Tor 1988. Nr F / Nr F, light wear to edges only. ",031293064x,,,,,
799,"Wolstencroft, David","Good News, Bad News",15,"UK 1/1 HB, Hodder & Stoughton 2004. VG/VG. Light shelfwear only.",0340752424,,,,,
930,"Wolstencroft, David","Good News, Bad News",15,"UK 1/1 HB, Hodder & Stoughton 2004. VG/VG. Light shelfwear only.",0340752424,,,,,
969,"Wolstencroft, David","Good News, Bad News",15,"UK 1/1 HB, Hodder & Stoughton 2004. VG/VG. Light shelfwear only.",0340752424,,,,,
1139,"Wolstencroft, David",Contact Zero,17.24,"UK 1/1 HB, Hodder & Stoughton 2006. VG/VG, light rubbing to edges and gentle wear only.",0340895586,,,,,
1257,"Baker, Nancy",Blood and chrysanthemums,4.24,"UK 1/1 PBO, Creed Signet 1995. VG condition, light creasing to spine and light wear only.",0451183975,,,,,
1555,"Baker, Nancy",Blood and chrysanthemums,4.24,"UK 1/1 PBO, Creed Signet 1995. VG+ condition, light wear to edges, small sticker mark to cover.",0451183975,,,,,
1627,"Bloch, Robert",The House of the Hatchet,7.24,"UK 1/1 PBO, Tandem 1965. VG+ condition, lightly worn on spine and edges",n/a,,,,,
1483,"Brenchley, Chaz",Mall time,4.24,"UK 1st thus pb, 1st impression. Coronet 1992. VG condition, light wear to edges, spine is uncreased. Nice condition.",0340574488,,,,,
1491,"Brenchley, Chaz",Dead of light,4.24,"UK 1st thus pb, 1st impression. NEL 1996. Fine condition.",0450610039,,,,,
1492,"Brenchley, Chaz",Shelter,4.24,"UK 1st thus pb, 1st impression. NEL 1999. Fine condition. ",0340708107,,,,,
1495,"Brenchley, Chaz",Paradise,4.24,"UK 1st thus pb, 1st impression. NEL 1994. VG condition, light wear to edges, spine is uncreased. Nice condition",0340589507,,,,,
774,"Child, Lee",The Enemy,3.99,"UK 1/1 PB thus, Bantam 2005. New book",0553815857,,,,,
1399,"Connolly, John",The Unquiet,3.24,"UK 1st thus pb, Hodder 2008. Fine condition as new,",9780340920510,,,,,
100,"Creasey, John",A Six for the Toff,7.24,"UK paperback 1st thus, Hodder & Stoughton, 1958, VG. Rubbed to spine edges with light creasing",,,,,,
101,"Creasey, John",The Toff in Wax,7.24,"1st UK Paperback, Hodder & Stoughton, 1971. VG. Light staining to inside of front and rear cover.",340151129,,,,,
102,"Creasey, John",The Toff at the Fair,4.24,"Uk paperback reprint, Hodder & Stoughton, 1971, Vg.  Spotting to edges and minor staining to inside of front and rear cover.",340150955,,,,,
1554,"Curtis, N & Freeman, C",Runaway minister / Streetwise,4.24,special pre pub edition Blackstar 2008. also features a second title Streetwise by Chris Freeman in the same book. fine condition. ,9781848450004,,,,,
1320,"Doyle, J & Dickinson B",Chemical Wedding,7.24,"UK 1/1 PBO, Troubador 2008. Fine condition, new book.",9781906510909,,,,,
1549,"Evanovich, J & Hughes C",Full Blast,4.24,"UK 1/1 PBO, Headline 2004. VG+ condition, light wear to spine and edges only.",0755301986,,,,,
826,"Evanovich, Janet",Full Speed,3.49,"UK 1/1 PBO, Headline. 2003. VG, single light reading crease to spine.",0755301978,,,,,
13,"Fowler, Christopher",Spanky,3,"UK Reprint, Warner, 1994, PBO in see-thru"" DJ. VG/G. Original glassiline DJ has some rippling to front",751509590,,,,,
1545,"Grant, Charles L",Shadows,7.24,"UK 1st thus pb, 1st impression. Headlines 1987. VG+ condition, light wear to edges only. Horror collection including Stephen and Tabitha King",0747230021,,,,,
1485,"Gray, Muriel",Furnace,4.24,"UK 1st thus pb, 1st impression. Harper Collins 1998. Fine condition",0006496407,,,,,
1486,"Gray, Muriel",The Trickster,4.24,"UK 1st thus pb, 1st impression. Harper Collins 1995. Fine condition. ",0006477186,,,,,
635,"Grimson, Todd",Stainless,3,"UK PBO 1st Edn, 1st Imp. Quartet 1997. Fine. Paperback with French flaps as issued.",0704380447,,,,,
1520,"Haining, Peter",More tales of unknown horror,4.24,"UK 1/1 PBO, NEL 1979. VG+ condition, light wear to spine and edges with remainder mark to top edge of page block. ",0450042294,,,,,
51,"Herbert, James",The Dark,4,"1st Uk paperback edn, NEL 1980, Good. Rubbed to edges and slight creasing to spine.",450049701,,,,,
54,"Herbert, James",The Survivor,5,"1st Uk paperback edn, NEL 1977, Good. Single crease to spine and to edge of cover.",450032418,,,,,
825,"Higson, Charles",King of the ants,3.24,"UK PB reprint, VG condition. Includes opening chapter of Happy Now.",0140166467,,,,,
1409,"Higson, Charles",Happy now,7.24,"UK 1st thus PB, Penguin 1994. Signed by Charlie Higson to title page. VG condition, light wear only",0140177027,,,,,
649,"Hitchcock, Alfred",My favourites in suspense (part two),5,"UK 1st PB thus, Pan 1963, v light wear only, VG+",,,,,,
1259,"Hoag, Tami",Dead Sky,2.24,"UK paperback, Orion 2007. New Book",9780752878133,,,,,
1501,"Hyde, Christopher",Jericho falls,4.24,"UK 1st thus pb, 1st impression. Headline 1989. VG condition, light wear to edges and creasing to spine. ",0747231915,,,,,
1502,"Hyde, Christopher",Crestwood Heights,4.24,"UK 1st thus pb, 1st impression. Headline 1989. Fine condition, light shelfwear only. ",0747232016,,,,,
1488,"James, Peter",Possession,4.24,"UK 1st thus pb, 1st impression. Sphere 1989. Fine condition",0747403368,,,,,
1489,Kelleher E & Vidal H,Madonna,4.24,"UK 1/1 PBO,Star 1988. Fine condition, light shelfwear only",035232239x,,,,,
153,"Kelly, Richard",Tread Softly,4,"UK 1st PBO. Star paperback 1988. Fair. aka Richard Laymon. Book is well read - spine is rolled and creased, edges rubbed and small sticker mark to front cover. Not great condition but a nice Laymon item all the same.",352320974,,,,,
240,"Kelly, Richard",Tread Softly,6,UK 1st PBO. Star paperback 1988. VG. Book spine is a little faded and edges are lightly rubbed.,352320974,,,,,
1683,"Kernick, Simon",Deadline,3.2,"UK paperback, Corgi 2011. New book, fine condition.",9780552164306,,,,,
1404,"Ketchum, Jack",Road kill,22.24,"UK 1st thus PB, Headline 1995. Fine condition",0747245401,,,,,
1487,"Ketchum, Jack",Red  ,7.24,"UK 1st thus pb, 1st impression. Headline 1996. Fine condition",0747250448,,,,,
1490,"Kimball, Michael",Mouth to mouth,4.24,"UK 1st thus pb, 1st impression. Headline 1999. Fine condition. ",0747261687,,,,,
1493,"Kimball, Michael",Undone,3.24,"UK 1st thus pb, 1st impression. Headline 1997. Fine condition",0747255350,,,,,
1547,"King, Stephen",The Dark Tower 3: The Waste Lands,5.24,"UK 1st thus pb, 1st impression. Warner 1992. Fine condition.",075150050x,,,,,
1552,"King, Stephen",Four past midnight,5.24,"UK 1st thus pb, 1st impression. NEL 1991. Fine condition",0450542882,,,,,
1553,"King, Stephen",Bag of bones,4.24,"UK 1st thus pb, 1st impression, NEL 1999. Fine Condition",034071820x,,,,,
1119,"Ludlum, Robert",The Bourne Ultimatum,6.99,"UK pb reprint, Orion 2004. New book, film tie in edition.",,,,,,
1629,"MacDonald, John D",Cape Fear,7.24,"UK pb reprint 1991, Penguin. Film tie in edition of the book originally titled the executioners. Paperback edition in VG+ condition.",0140158820,,,,,
150,"Nichols, Leigh",The House of Thunder,3,"UK 1st PBO, Fontana, 1983. Good.  aka Dean Koontz. Creased to spine, edges are rubbed and bumped. Sticker pull mark to front cover. ",6165095,,,,,
1405,"O'Donnell, Peter",Modesty Blaise,12.24,"UK paperback, Pan 1966 3rd print. VG+ condition, page browning but otherwise really nice condition. Movie tie-in covers.",n/a,,,,,
1406,"O'Donnell, Peter",Sabre-tooth,19.74,"UK 1st thus PB, Pan 1969. VG condition with usual page browning on this age of pan title. Light Creasing to spine, sticker mark to cover, price 1/6 written on top. General wear but good tight copy",n/a,,,,,
99,"Oram, John",The Man Fron Uncle 4 - The Stone Cold Dead in the Market Affair,4.24,"1st UK PBO, Souvenir Press, 1966, Fair. Creased and edges of spine are rubbed. Small stain to front cover.",,,,,,
552,"Paretsky, Sara",Deadlock,3,"UK PB reprint, Penguin 1987. VG. Light creasing & rubbing",140099255,,,,,
735,"Paretsky, Sara",Deadlock,5,"UK 1st pb thus, Penguin 1987. Signed by Author to title page. VG, rubbed edges, v light creasing to spine & slight lean. ",0140099255,,,,,
417,"Pearson, Ridley",The Pied Piper,5,"UK 1st paperback edition, Orion, 2004, Fine.",752843516,,,,,
648,"Poe, Edgar Allan",Tales of Mystery & Imagination,3.5,"UK PB reprint, Pan 1964, v light wear only, VG+",,,,,,
1510,"Proctor, George",V: The Texas Run,12.24,"USA 1/1 PBO, Pinnacle 1985. VG+ condition, light wear to book and page browning consistent with this era and publisher. Scarce V Series followon novel",0523424701,,,,,
1514,"Proctor, George",V: The Chicago conversion,12.24,"USA 1/1 PBO, Pinnacle 1985. VG+ condition, light wear to book and page browning consistent with this era and publisher. Scarce V Series followon novel. ",0523424299,,,,,
